text,label
i know it feels like youre dying when youre working out but the sweet refreshed feeling afterwards is all worth it,2
i do feel blamed for everything i,0
i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down,0
i feel like i have suddenly lost a limb in a tragic accident,0
i cant shake the feeling that when i drink vanilla protein powder and water it tastes like mashmellows in hot chocolate mix,2
i started to sprint even when i consciously thought about my foot not even once did it register to my brain that i was feeling hurt from it,0
i feel so unwelcome there but not because of her or gary i just feel that i shouldnt be moving back in with them,0
i feel like i am caring less about getting things done than actually relishing in the experience of doing and learning mathematics of course i probably will be working on things last minute but i wont let the pressure get to me,2
i feel foolish not putting them but that game was telling,0
im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,2
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,0
i feel so weird that it feels like i wanna curse everything and bang my head onto the wall so that my world will be back to its focus,4
i feel a part of the family of the universe rather than fearful of it,4
i would have never understood or valued the meaning of a life partner if i did not feel lonely,0
i was feeling aching earlier this morning but not much now,0
i feel ashamed that i again let it come that far,0
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,4
i feel like the supportive wife who does whatever he says and sits at home waiting for him to call with a plan of action,2
i stop feeling so depressed and,0
i feel caring in telling you this is because to maintain a healthy weight you have to learn to not overeat on your stressful days which tend to be most days,2
i feel like i havent sit still since my birthday which i am loving,2
i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,4
i know it s weird to see me call something review i feel weird saying it myself but i digress,4
i know i never say or act that way but in reality its how i feel financially i feel disheartened because of my car,0
i left the meeting feeling a little hesitant about the situation,4
i feel helpless lost upset and worst of all,0
i feel i should be at and the pay is too low to maintain life in the city,0
i am really worn out today and feel beaten down,0
i had been taught very young that i had deserved what i got that what i was feeling was unimportant overemotional and attention seeking,0
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,0
i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,0
i feel when i have to sit alone,0
i feel a little naughty whenever i wear such a colour combo,2
i am feeling all romantic and stuff i take emily to the club to eat sam s club that is,2
im feeling pretty numb and focused on thinking about what needs to be done,0
i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,0
i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life,0
im frightened and feeling paranoid,4
i feel like i am as fearful now as i was when i first threw my leg over the top tube after my surgery,4
i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,0
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,0
i duno i feel as if im doomed for ther rest of mi life,0
i am but all of a sudden i feel ignored and unloved and forgotten and i know its probably mostly in my head but what if it isnt,0
im feeling rather listless today probably because of whats going on around me,0
i feel like were getting married again it was so romantic and fun,2
i really dont like attention because i feel pressured to think about a topic and talk,4
i have never really had luck with them so im feeling a bit jaded,0
i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do,0
i feel as dirty as fuck,0
i wont vote this year just to feel naughty and inflammatory,2
i want to know exactly the meaning behind these effin feelings and submissive thinkings,0
i have been feeling very empty and numb the past few months,0
i feel like that wall is boring amp needs a pop of color,0
i am feeling a bit unsure about some of these im going to give it a try anyway,4
i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,0
i feel from no longer being burdened with those i have to tip toe around and be careful about what i am saying or feeling is unbelievable,0
im really feeling lonely,0
i was feeling all hot and sweaty from dance rehearsals and not looking my best to greet a man as per the guides i now read obsessively but exceptions must be made and i wasn t expecting this,2
i feel overwhelmed when i think of a country suffering,4
i feel reluctant to supply this motion picture a score of stars from,4
i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,0
i know i know you have looked at these pictures and are likely not feeling too sorry for us,0
i do stay though it would be six more months of feeling discontent at times of being here,0
i think you would all agree that feeling your toes and fingers go numb is perhaps one of the most unpleasant feelings ever,0
i am so sorry for making you feel unimportant lately,0
i feel so sympathetic embarrassed for betty here that it s tough to watch,2
i am starting to feel like a worthless person,0
i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given,0
i feel empty when i dont have something to care for,0
i was feeling so rotten about it,0
i am afraid that i will feel very regretful at that time,0
i still feel uncertain with many new paths i must travel and as lost as i feel sometimes i am sure heavenly father is lifting me up and helping me to feel joy in the things that matter most,4
i ahem guess i havent been feeling compassionate,2
i write when i m feeling low,0
i feel so guilty,0
i feel depressed moody and just lethargic and tired,0
i feel less and less the feeling of fear and being afraid and scared,4
i have a feeling im going to get an unpleasant comment anyway,0
i remember feeling terrified as a child,4
i feel really rotten remind me to be thankful on the good days,0
i do these days that makes me feel a little uncertain about the future the pressures that pierce me deep the feeling of being completely isolated from the world i used to glory in and all the thrills that go with it,4
i didnt used to feel so defective when younger yet i did sometimes,0
id just had a terrible nightmare and was feeling a little disturbed,0
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,2
i was starting feel a bit regretful for the break up so i thought id write this list to remind me why i broke it off,0
i feel blessed amazed and yes very excited,2
i suffer this kind of exhaustion i feel useless,0
i find myself when i am feeling most alone,0
i feel that sweet potatoes are very under rated,2
i hold space for these feelings the anger the jealousy sadness and despair the longing i can relate to those feelings but not have them devour me,2
i wanted to take this opportunity to express the way i feel about myself the blog and your lovely selfs of course,2
i mention this one doesn t feel fake,0
i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost,0
im not the only person in the world to feel miserable from time to time,0
i didn t know it was possible to feel more terrified,4
i realized what i am passionate about helping women feel accepted and appreciated,2
i feel louis vuitton took it up to the court and now on for instance ebay you cannot buy fake lv anymore well not on purpose that is,0
i feel somewhat alarmed,4
i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,0
i even got mad at god a little because i feel like im being punished,0
i feel like fake eyeglasses will make me look older and hell a little more authoritative too,0
i feel like a low life mooching off everyone,0
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,4
i feel like a lame bum bum in the sense of a behind not in the sense of a transient because i haven t been keeping up with others blogs,0
i feel burdened by my own expectations,0
i was very happy with impact made by valbuena and diaby especially the latter who i feel has what it takes to overhaul a shaky usual starter,4
i do feel weird making an exact replica of someone else work,4
i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,2
i have never made the first step because the guys were alway faster this is why this situation is making me feel very unsure and elusively shy,4
i feel scared and stupid,4
i dont know why but every time i feel like i am doing someone a favor all the time i start to feel burdened and stressed by that,0
i feel like i should mention that i wasnt fond of the damn shapeshifter in the first place,2
i feel drained at least now i have something to look forward to,0
i concluded that if my wife cheated on me with a man i would feel betrayed and devastated and my trust in her would plummet,0
i can t help but feel a little hesitant towards lily,4
i feel for the people who dont see its worth or are too afraid to discover it,4
i feel like a bit of a turd that my body instantly rejected the lemonade,0
i feel after a horrible winter,0
i feel ashamed youre perfectly fine granting,0
i want to write that makes you feel the frantic induced nightlife of being on speed,4
i feel kind of dumb,0
i feel lost and discombobulated i lose the drive to write,0
i eat or sleep i cant get myself to feel the life loving energy i felt so easily before,2
i was feeling abnormally wimpy so i staked out my bird feeder,4
i take lightly but if youre like me you re probably feeling a little skeptical of product that is being sold on the internet as the way to become successful online,4
i feel defeated loss and confused,0
i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,0
ill write again soon cant wait to hear from everyone im feeling pretty homesick right now,0
i knew there were a lot of hormonal things going on in my body too but the uncontrollable crying was still from feeling so uncertain about everything,4
i am convinced that being encouraged to be obedient to the commandments of god when done with compassion and love by caring church family members do not leave us feeling abused trapped and hopeless but strengthened hopeful and cherished by both god and his church,0
i lost a very dear friend in the maschke family who now wants nothing to do with me because they feel that i am unsavory or mean or cruel,0
i took steps and immediately remembered the feeling i had when my water broke with jack,0
i feel helpless like i want to hurl over and just cave in to the sadness trying to devour me,0
i wake up every morning not knowing what the hell to do and feeling like crap with my stomach on fire and my bones aching and then i go to bed every night feeling the same thing,0
i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom,0
i feel hurt upset or angry about something,0
i feel like i am a little ungrateful but i love my home and sometimes getting away is a great way to remind you how much you love the life you have,0
i can feel their afraid,4
i feel so helpless i have no one to talk to,0
i feel like buy to play is the most accepted model by consumers at large,2
im starting to feel like you my faithful reader are my wife or something ie the one i bitch to while everyone else gets to see the better angel of my nature haha,2
i feel pathetic as if i have no meaning,0
i didn t feel abused and quite honestly it made my day a little better,0
i started to feel discouraged at the thought of being there more than one day,0
i would picture that rock hitting that frog and it s body being carried downstream and i would feel ashamed,0
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,0
i am so hurt and feel so abused,0
i feel kinda idiotic because i talked to the bass player shahzad ismaily when i got two shirts and i didnt say anything to him,0
im feeling intimidated by my own achievements,4
i was feeling deprived because we did our traveling in june but we still have one weekend getaway planned for the middle of the month as well as the free concert every tuesday and a few other random outings,0
i remember feeling a bit confused and really questioned her saying that to me,4
i feel in the tragic case of the woman who was raped though hard may it be the baby should be put up for adoption if the woman cannot bear to keep him her,0
i know a lot of councillors who do not feel they get a sympathetic hearing from their local newspapers,2
i had to choose the sleek and smoother feel of the sweet revenge made drawing and handling the blaster a bit nicer,2
i feel crazily indecisive impulsive just in a,4
i realised i only hate people because i feel threatened by them,4
i didn t really feel awkward at all,0
i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,4
i just feel he was another dumb character that deserved to get killed,0
i feel acclimated like i am finally a part of this organization rather than a timid observer,4
i am feeling quite blessed and enjoying my time here,2
i do feel that you are a little needy because of the tone in your note to me,0
i feel grief for the families of those who were caught in this tragic incident,0
i feel like ya maybe i am dumb weird and strange,0
i mulled this idea over in my head as much as i loved it i also noticed myself feeling a bit hesitant about what it might mean for her our,4
i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,4
i would feel ashamed or guilty if i were to take too much of the commons for myself,0
i see are self centered statements about you and your feelings and your looking for a sympathetic ear from anyone that will listen,2
i feel skeptical about it,4
i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,2
i dont really care about just because i can and thats what feels rotten,0
i feel a little suspicious,4
i guess i feel insecure and anxious,4
i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,0
i feel completely shaken up,4
i just can feel so pain but nothing to do blank and speechless,0
i feel hesitant and uncertain sometimes,4
i wonder what he thinks about now when he hears this song i feel a little disturbed listening to it but then again i was always a disturbed individual,0
i feel like people dont really want me in their company but also they dont want to hurt my feelings,0
i feel if journalists then blamed me,0
i feel lonely i reach out and call my sister or my mom but neither one was available,0
i am feeling a bit discouraged but am hopefull the bees will know what to do,0
i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,0
i feel so regretful that i let such mundane things as work and school get in the way,0
i am feeling doubtful confused lost and what not,4
i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,0
im feeling slightly intimidated,4
i asked how does the long grass feel he said this long grass feels lovely,2
i went to bed and woke up without the fever but with a horrible headache sore throat still ears feeling plugged up and aching all over,0
i have a well staffed office or a relatively less busy schedule things run more smoothly and i feel less stressed,0
i left feeling completely disillusioned and a little more cautious with any contractual interactions with vietnamese people,0
i feel drained just looking at the date of my real last entry,0
i began to kiss her again she slowly started lifting her head and feel suspicious,4
i am feeling really bad for that guy,0
i cant help it because of the way i feel around my family like pairs of eyes boring into my back and just observing me all the time,0
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,4
i feel burdened and guilted by the weight of a decision gone bad,0
i mean i guess creativity could be even more of a broad categorie that beauty fits into but i ll talk about beauty for now since it s something i feel passionate about,2
i havent been like that lately and i am seriously feeling depressed about it,0
im feeling pretty depressed and i think its spiraling,0
i could feel the gloomy london fog and the oppressive tropical heat even though i was on vacation in oregon,0
i dont know how i feel about my beloved teams draft,2
i could at least count it i didnt feel as frantic while the group followed the bird as it moved north through the trees,4
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,4
i often feel overwhelmed with all of the office and administration work required of the teacher,4
i tell my a little how much i hate feeling needy how i hate that moment when i know ive become too attached in my own head,0
i feel so much pain inside for their aching hearts,0
i was feeling extremely whiney and lonely and sad,0
i don t feel too gloomy or melancholic or something,0
i am talking purely about feeling here but i just didnt feel that emotional when the boy was killed,0
i feel the melancholy running my veins as well,0
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,0
i feel like i am doomed to spend the rest of my life in customer service i,0
i feel uncertain about everything,4
i feeling soo agitated,4
im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat,4
i feel romantic and passionate toward my partner,2
i can cry and feel bad without an explanation at all,0
i really only get inspired to write on this blog when im feeling shitty about life and i guess september being my birth month and all was pretty great,0
i had a good sleep believe it or not but still woke up feeling groggy and out of sorts,0
i sit here tonight i feel anxious,4
i feel a bit foolish now because in the last years they havent come back to my home town and i have had to travel to england to see them,0
i think i used to overeat i mean one reason anyway was because i wanted to make sure i didn t feel deprived later,0
ive heard stories about julie baileys treatment before now but this is the first time i seen anything in print and it makes me feel deeply ashamed that someone who stood up neglected nhs patients and their families can become so isolated in her own community,0
i feel a tender compassion glancing at her huge and heavy rucksack,2
i feel so worthless beaten and broken,0
i feel so deprived on calories a day,0
ive recently had one of those experiences that left me feeling inadequate,0
i think that however nice these people are they make you feel paranoid that you are doing something wrong,4
i feel a strange sense of foreboding,4
i feel nostalgic to travel away from my country my family and my friends not because i dont like them,2
i feel unloved you are there to remind me you love me,0
i woke up feeling rather devastated,0
i miss the feeling of someone actually caring about what is going on with me and how i am feeling,2
ive been feeling restless inside and i dont understand why,4
ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,0
i do not feel bad about it,0
i feel more vulnerable,4
i have no ties to make me feel unhappy about leaving home except i will miss jim foster a lot,0
i feel so blessed to know that i have such an immense family of supporters whom continue to comfort me,2
im feeling exhausted,0
i don t know but it seems important to them that i feel unwelcome,0
i also feel ungrateful after hearing stories from my grandma about people she knew at hospitals or nursing homes who had no one to talk to at all and for whom simple small talk was a huge step,0
i hate myself for feeling so listless about my classwork,0
i shouldn t feel so apprehensive,4
i know there are times where some nightmarish things may really happen to us but when dreaming bad visions just popped into our minds and have us feeling terrible,0
i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,2
i was really starting to feel discouraged,0
i said earlier he was feeling ignored ever since the baby came but is now getting back to normal as attention is given to him as well,0
i feel like i have missed out on every single holiday last year so we are hitting it hard this year,0
i feel absolutely overwhelmed by it,4
i dont need that sense of social approval that i craved right now i dont even feel that aching guilt that so often gave me headaches,0
i have a feeling i took so much time but kuya buddy and kuya angee have been very supportive all the way,2
i am moving on and i feel sorry for you because i thought you were the most amazing boy ever,0
i start to hate the fact that whenever i post anything it would eventually end up with me writing about how lonely i feel because i have no romantic partner whatsoever,2
i do not believe guns are the solution to feeling afraid,4
i understand that you re feeling anxious,4
i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,0
i feel a little bit weird,4
i still can t shake the feeling of him loving us both equally,2
i feel reluctant to go overseas one interesting fact is how the whole education system is so screwed up that to us ip seems so wow cus only a few schs get to go ip but to the schs,4
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,0
i didnt feel as intimidated as i had felt at the beginning of class,4
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,4
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,4
i have had things happen and allowed things to happen to me that have made me feel ugly disgusting and unworthy of being loved or even feeling like i matter in this world,0
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,4
i am feeling particularly disheartened and unmotivated today,0
i wind up getting more things checked off the list but i feel lousy and frazzled by early evening,0
i can admit that even though i feel horrible now,0
i feel isolated as though i am observing,0
i wish i didnt do butttt semuanya sudah terlambat dan i feel so stupid everytime i think about it and i think about it every time means i feel stupid everytime,0
ill just say it i feel horrible about my body,0
i feel like a lousy person because i really cant think of anything profound to say,0
i also feel it is unfortunate that nearly all the readers of going to meet the man will be african americans unlike myself,0
i feel empty and lonely i want to cry but i cant i want to scream and im afraid to,0
i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez,0
i still feel so alone i just cant give you anything for you to call your own and i can feel you breathing and its keeping me awake can you feel it beating,0
i was feeling doubtful and sad about the relationship i have with this man,4
i remember feeling so disappointed and discouraged when i realized after my first two that the baby belly on some women i,0
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,0
i feel traumatised and pained,0
i didnt cry but i was starting to feel neurotic so my sister who was amazingly chill that morning brought me an ativan,4
i feel so fucking horny,2
i had been feeling scared about being an ra because there is a lot of work that goes into that job,4
id feel very sympathetic but then again its not like what the current situation seems,2
i highly doubt we would see a young jean and scott but considering this would be limited and no reason to have these actors in future movies since it has been announce that we are moving on to aoa in the next feature it feels like a missed opportunity,0
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,4
i worked as an editor and part of my job was to reject manuscripts i hated it because in those cover letters i could feel the writer s anticipation and longing,2
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,0
i feel totally rejected,0
ive grown as a mother and treasure my role in this family now whereas i used to second guess myself a lot and feel very unsure of my maternal skills,4
i was actually feeling very discouraged last week and then i bit the bullet and looked at this,0
i was feeling a bit skeptical about my frog prince,4
i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,2
ive been feeling a little frantic recently because our summer together is flying by so quickly,4
i didn t feel frightened i m rarely scared of any place but i couldn t help feeling uneasy in the company of so many big groups of men and the only woman visible anywhere,4
i feel all agitated and moody and wanting wanting wanting,4
i have good camwhore skill thanks to instagram and pudding which is anotehr super popular social apps to post all your vain picture without feeling vain because others will do the same so ftw,0
i would have been happy to have had a nap but since we were already here steve and i then wandered around the botanical gardens getting a feel tor where i could go to get some lovely shoots for families,2
i feel reluctant to just leave her alone like that without helping her enough to repay her goodness to me,4
i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising,4
i feel hurt and i decide not to say that i am hurt but instead make up a story that takes the other person off the hook for being rude mean or unkind to me,0
i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,0
i feel defective for not wanting what makes me a woman,0
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,0
i have been conveniently uninformed of the specifics of the situation i am left feeling helpless and wanting more than ever to get away,4
i feel stupid or overly awkward or less than them,0
i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee medium strength coffee at that and now im bursting at the seams,0
i need when i feel beaten down,0
i feel humiliated and i don t want to face the world,0
i came home feeling depressed,0
i feel disturbed in which happens to be roughly everywhere,0
i don t like to feel embarrassed when my kids watch it,0
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,0
i found myself feeling lousy which is pretty unusual for me,0
i dont think he is being honest with me about a lot of things i could be wrong here but i keep feeling skeptical about certain things after everytime i hang out with him,4
i feel it has damaged your relationship with tygerman and ours with each other,0
i had to work in one i would not feel quite so affectionate,2
i actually feel sorrowful,0
im sorry for how bad i hurt your feelings that make you feel unloved and alone feeling afraid to love and trust again,0
i felt this was my next step and i dont want to be doubtful but i feel dumb keeping a hope for so much money to come through in such a short time,0
im hoping to find peace with myself and in the world while still feeling the poetry of the tragic,0
i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,0
im starting to learn that feeling awkward isnt such a bad thing and feeling awkward isnt some sort of social disorder,0
i can t tell you how awful that comment made me feel its not supportive it s condescending,2
ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,0
i witness what i feel helpless to change i take up my arms my heart and my pen and i write,0
i do not feel as ugly,0
im a bit paranoid about being checked out and having the dorm inspected though just because thats how i always am about these sorts of things and thats making me feel anxious every time i start thinking about cleaning or packing,4
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,4
i remember moments of feeling lost or hopeless when i was younger,0
i am feeling a little apprehensive but i m sure that will pass once i have the first treatment and with your prayers,4
i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,0
i started to feel alarmed the voices were so noisy that i actually couldnt listen to my own thoughts,4
i have trouble not focusing on it not feeling it all throughout the day because i know he s suffering and i know my mom is suffering in a whole other way,0
i feel like a useless bastard,0
i finally realise the feeling of being hated and its after effects are so big,0
i just feel so defeated that once again im the weirdo that cant adjust to motherhood,0
i know how that feels hermione said in a surprisingly sympathetic voice,2
i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it,0
i feel as though im becoming jaded to the point of numbness,0
im starting to feel a dull pain at the front of my head between my eyes,0
i am not working i can cope with but days like today when i am i just feel awful,0
i feel something about physically seeing your problems where the hurt stems from seems to be very therapeutic,0
i feel pretty terrified immature and not ready,4
i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,0
i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument,4
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,0
i feel slightly unimportant,0
i had finally had enough of feeling defeated by myself,0
i feel dumb for asking ryan said but ben cut him off,0
i am feeling sympathetic with the israelites,2
i know and in the back of my mind i feel like im not being loyal trusting but i need to make sure that im doing the best thing,2
i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed,0
i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,0
im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,0
i get headaches am easily agitated feel frightened and aggressive,4
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,4
i just feel so overwhelmed by the feeling of balance that i just,4
im supposed to feel sympathetic to a child killer,2
i was feeling crappy i still decided to go,0
i feel an aching gap in my heart,0
i feel this urge to update because i resigned from my hour job making coffee for people a day by myself,0
i am feeling shaky and weak,4
i just need to swear off feelings caring relationships,2
i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,0
i love this feeling i feel that despite this rain despite the gloomy sky i am feeling good and im feeling fine,0
i think i feel the coldness more compare to other people who can withstand low temperature,0
ive found myself at the other end of it all i feel like i missed out on winter,0
i feel strongly that this year the lord is calling me to grow in discipline this year and to be faithful with things he has put in front of me,2
i am cold and unresponsive or feel unloved,0
im feeling a little bit melancholy tonight,0
i hope she leaves you and i hope you feel heartbroken that you messed up your marriage,0
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,4
im feeling like a tortured teen i decided to pile on the neon which was the shizz in my day,4
i rarely feel hesitant to say something sometimes even too much,4
im feeling uncharacteristically gloomy,0
i feel completely inadequate and unable to express any of it in words,0
i had just lost my uncle i would be sad but i feel as if i am devastated,0
i feel sorry for those who taps and feeds from others good intentions,0
i was trying to think of anywhere else ive been that made me feel so awful awful awful,0
i feel so uncertain about the decade ahead,4
i can t help but feel petrified of the future is she ever going to get better,4
im feeling guilty for not having written a beautiful poetic post expressing how thankful i am,0
i scanned the ground methodically feeling hopeless,0
i feel much less dismayed,0
ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,4
i were not told of this news i would not feel regretful rather be unable to quiet my heart now,0
i feel like all she wants is his parents fortune which is unfortunate,0
i think about them tomorrow tomorrow but right now i m tired and was already a bit frustrated so i m just feeling completely drained,0
i didnt really feel that embarrassed,0
i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,0
i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,0
i feel shy at the fact that i love these inanimate things,4
i feel like i ve been beaten up by an american footballer then run over by a london bus,0
i believe a lot of people can feel this way not in an entirely sympathetic turn for the victim and those closest to him but an inherent fear of something like this happening to oneself,2
i would not feel so all alone everybody must get stoned,0
i show my partner how i feel i m afraid s he will not feel the same about me,4
i like the brush a lot but since returning from spain sob and the release of real techniques i started using the expert face brush for my liquid foundation and the sephora mineral powder brush sat at the back of my collection feeling unloved,0
im moved in ive been feeling kind of gloomy,0
i am just tired of feeling abused by everyone,0
i have realized from this past week is that it is ok to feel heartbroken,0
i waited for an eternity for it to download and now im remembering a day when i had to wait to go to walmart to buy a whole cd just to hear one song and feeling kinda dumb with my impatience,0
i had stated to her the reason i feel so fearful is because i feel unsafe,4
i am quite perplexed by liam i m trying to figure out if he s always been submissive or does he feel he needs to be submissive to mark and johnny,0
